id	placeName	QID	dvp_id	coordinate location
ttu_462_place_0	Ia Drang Valley	Q2904975		13.583333333333,107.71666666667
ttu_462_place_1	Oklahoma	Q1649		35.5,-98
ttu_462_place_2	Fort Benning	Q1438462		32.366111111111,-84.969166666667
ttu_462_place_3	Oklahoma	Q1649		35.5,-98
ttu_462_place_4	Korea	Q18097		38.316666666667,127.23333333333
ttu_462_place_5	Korea	Q18097		38.316666666667,127.23333333333
ttu_462_place_6	Vietnam	Q881		16,108
ttu_462_place_7	Vietnam	Q881		16,108
ttu_462_place_8	Korea	Q18097		38.316666666667,127.23333333333
ttu_462_place_9	Fort Benning	Q1438462		32.366111111111,-84.969166666667
ttu_462_place_10	Fort Benning	Q1438462		32.366111111111,-84.969166666667
ttu_462_place_11	Vietnam	Q881		16,108
ttu_462_place_12	Fort Benning	Q1438462		32.366111111111,-84.969166666667
ttu_462_place_13	Vietnam	Q881		16,108
ttu_462_place_14	United States of America	Q30		39.828175,-98.5795
ttu_462_place_15	Fort Benning	Q1438462		32.366111111111,-84.969166666667
ttu_462_place_16	Fort Benning	Q1438462		32.366111111111,-84.969166666667
ttu_462_place_17	Vietnam	Q881		16,108
ttu_462_place_18	Vietnam	Q881		16,108
ttu_462_place_19	Vietnam	Q881		16,108
ttu_462_place_20	Vietnam	Q881		16,108
ttu_462_place_21	Vietnam	Q881		16,108
ttu_462_place_22	Southern Vietnam	Q2289221		10.876,106.743
ttu_462_place_23	A Shau Valley	Q4073426		16.259305555556,107.2125
ttu_462_place_24	An Khê	Q10733203		16.05222222,108.1855556
ttu_462_place_25	An Khê	Q10733203		16.05222222,108.1855556
ttu_462_place_26	An Khê	Q10733203		16.05222222,108.1855556
ttu_462_place_27	An Khê	Q10733203		16.05222222,108.1855556
ttu_462_place_28	Ia Drăng	Q10772506		13.76361111,107.8541667
ttu_462_place_29	Plei Me camp	Q110624862		13.6175,107.9175
ttu_462_place_30	An Khê	Q10733203		16.05222222,108.1855556
ttu_462_place_31	Qui Nhơn	Q36081		13.769580555555555,109.23137222222222
ttu_462_place_32	Vietnam	Q881		16,108
ttu_462_place_33	United States of America	Q30		39.828175,-98.5795
ttu_462_place_34	Bồng Sơn	Q2276503		14.43333333,109.01666667
ttu_462_place_35	Hawaii	Q782		21.3075,-157.8575
ttu_462_place_36	Bồng Sơn	Q2276503		14.43333333,109.01666667
ttu_462_place_37	Fort Benning	Q1438462		32.366111111111,-84.969166666667
ttu_462_place_38	Fort Benning	Q1438462		32.366111111111,-84.969166666667
ttu_462_place_39	Pleiku	Q30599		13.971519,108.014673
ttu_462_place_40	Vietnam	Q881		16,108
ttu_462_place_41	Fort Benning	Q1438462		32.366111111111,-84.969166666667
ttu_462_place_42	Pleiku	Q30599		13.971519,108.014673
ttu_462_place_43	Plei Me camp	Q110624862		13.6175,107.9175
ttu_462_place_44	LZ X-Ray	Q110624850		13.567944,107.714
ttu_462_place_45	LZ X-Ray	Q110624850		13.567944,107.714
ttu_462_place_46	Chư Pong	Q31621915		13.315277777778,108.35555555556
ttu_462_place_47	LZ X-Ray	Q110624850		13.567944,107.714
ttu_462_place_48	LZ X-Ray	Q110624850		13.567944,107.714
ttu_462_place_49	LZ X-Ray	Q110624850		13.567944,107.714
ttu_462_place_50	LZ X-Ray	Q110624850		13.567944,107.714
ttu_462_place_51	LZ X-Ray	Q110624850		13.567944,107.714
ttu_462_place_52	Iraq	Q796		33,43
ttu_462_place_53	West Point			
ttu_462_place_54	Germany	Q183		51,10
ttu_462_place_55	Fort Benning	Q1438462		32.366111111111,-84.969166666667
ttu_462_place_56	LZ X-Ray	Q110624850		13.567944,107.714
ttu_462_place_57	LZ X-Ray	Q110624850		13.567944,107.714
ttu_462_place_58	Pleiku	Q30599		13.971519,108.014673
ttu_462_place_59	Pleiku	Q30599		13.971519,108.014673
ttu_462_place_60	An Khê	Q10733203		16.05222222,108.1855556
ttu_462_place_61	Lubbock	Q49273		33.566666666667,-101.88333333333
ttu_462_place_62	Lubbock	Q49273		33.566666666667,-101.88333333333
ttu_462_place_63	Vietnam	Q881		16,108
